net/minecraft/client/Minecraft,func_126_o,*,*,respawn,Called when the respawn button is pressed after the player dies.
net/minecraft/client/Minecraft,func_128_a,*,*,loadScreen,Displays a new screen.
net/minecraft/client/Minecraft,func_129_t,*,*,forceReload,Forces a reload of the sound manager and all the resources. Called in game by holding 'F3' and pressing 'S'.
net/minecraft/client/Minecraft,func_131_a,*,*,installResource,Installs a resource. Currently only sounds are download so this method just adds them to the SoundManager.
net/minecraft/client/Minecraft,func_133_h,*,*,toggleFullscreen,Toggles fullscreen mode.
net/minecraft/client/MinecraftApplet,func_102_b,*,*,shutdown,Called when the applet window is closed.
nm (IBlockAccess),func_599_f,hq,func_443_c,getBlockMaterial,Returns the block's material.
nm (IBlockAccess),func_600_a,hq,func_444_a,getBlockId,"Returns the block ID at coords x,y,z"
nm (IBlockAccess),func_602_e,hq,func_446_b,getBlockMetadata,"Returns the block metadata at coords x,y,z"
of (SoundManager),func_330_b,*,*,closeMinecraft,Called when Minecraft is closing down.
of (SoundManager),func_332_a,*,*,addSound,Adds an audio file to the sounds SoundPool.
of (SoundManager),func_333_b,*,*,addStreaming,Adds an audio file to the streaming SoundPool.
of (SoundManager),func_334_c,*,*,addMusic,Adds an audio file to the music SoundPool.
og (BlockFire),func_261_b,il,func_269_b,canBlockCatchFire,"Checks the specified block coordinate to see if it can catch fire.  Args: blockAccess, x, y, z"
og (BlockFire),func_262_i,il,func_270_h,getChanceOfNeighborsEncouragingFire,Gets the highest chance of a neighbor block encouraging this block to catch fire
og (BlockFire),func_264_a,il,func_267_a,setBurnRate,"Sets the burn rate for a block. The larger abilityToCatchFire the more easily it will catch on fire Args: blockID, unknown1, abilityToCatchFire"
og (BlockFire),func_265_g,il,func_265_f,getChanceToEncourageFire,"Retrieves a specified block's chance to encourage their neighbors to burn and if the number is greater than the current number passed in it will return its number instead of the passed in one.  Args: world, x, y, z, curChanceToEncourageFire"
og (BlockFire),func_266_a,il,func_266_a,tryToCatchBlockOnFire,"Rolls a random number to see if the block coordinates specified will catch fire. Will catch fire if random.nextInt(fireRange)<abilityToCatchFire Args: world, x, y, z, fireRange, random"
om (WorldProvider),func_4093_b,ie (WorldProvider),func_4088_b,generateLightBrightnessTable,Creates the light to brightness table
(BlockPortal),func_4032_a_,(BlockPortal),func_4030_a_,tryToCreatePortal,"Checks to see if this location is valid to create a portal and will return True if it does. Args: world, x, y, z"
v (NoiseGeneratorPerlin),func_802_a,af (NoiseGeneratorPerlin),func_643_a,generateNoise
v (NoiseGeneratorPerlin),func_803_a,af (NoiseGeneratorPerlin),func_644_a,grad
v (NoiseGeneratorPerlin),func_804_b,af (NoiseGeneratorPerlin),func_645_b,lerp
*,*,cq (PropertyManager),func_720_a,getStringProperty,Returns a string property. If the property doesn't exist the default is returned.,,--
*,*,cq (PropertyManager),func_721_b,saveProperties,Writes the properties to the properties file.,,DUPLICATE
*,*,cq (PropertyManager),func_722_a,getIntProperty,Returns an integer property. If the property doesn't exist the default is returned.,,--
*,*,cq (PropertyManager),func_723_a,generateNewProperties,Generates a new properties file.,,--
*,*,cq (PropertyManager),func_724_a,getBooleanProperty,Returns a boolean property. If the property doesn't exist the default is returned.,,--
*,*,dw (IUpdatePlayerListBox),func_690_a,update,Updates the Jlist with a new model.,,DUPLICATE
*,*,ea (PlayerNBTManager),func_725_b,readPlayerData,Reads the player data from disk into the specified PlayerEntityMP.,,DUPLICATE
*,*,ea (PlayerNBTManager),func_726_a,writePlayerData,Writes the player data to disk from the specified PlayerEntityMP.,,DUPLICATE
*,*,ef (ICommandListener),func_1_c,getUsername,Gets the players username.,,DUPLICATE
*,*,ef (ICommandListener),func_2_b,log,Logs the message with a level of INFO.,,DUPLICATE
*,*,ew (NetLoginHandler),func_31_a,setLoginPacket,Sets and returns the login packet provided.,,DUPLICATE
*,*,ew (NetLoginHandler),func_32_a,getServerId,Returns the server Id randomly generated by this login handler.,,DUPLICATE
*,*,ew (NetLoginHandler),func_33_a,tryLogin,"Logs the user in if a login packet is found, otherwise keeps processing network packets unless the timeout has occurred.",,DUPLICATE
*,*,ew (NetLoginHandler),func_34_b,kickUser,Disconnects the user with the given reason.,,DUPLICATE
*,*,ew (NetLoginHandler),func_35_b,getUserAndIPString,Returns the user name (if any) and the remote address as a string.,,DUPLICATE
*,*,ew (NetLoginHandler),func_36_b,doLogin,Processes the login packet and sends response packets to the user.,,DUPLICATE
*,*,fk (ConsoleLogManager),func_641_a,init,Initialises the console logger.,,DUPLICATE
*,*,fo (ServerGui),func_44_a,getMinecraftServer,Returns the MinecraftServer associated with the ServerGui.,,DUPLICATE
*,*,fo (ServerGui),func_45_a,getStatsComponent,Returns a new JPanel with a new GuiStatsComponent inside.,,--
*,*,fo (ServerGui),func_46_a,initGui,Initialises the GUI components.,,--
*,*,fo (ServerGui),func_47_d,getLogComponent,Returns a new JPanel with a new GuiStatsComponent inside.,,DUPLICATE
*,*,fo (ServerGui),func_48_b,getPlayerListComponent,Returns a new JScrollPane with a new PlayerListBox inside.,,DUPLICATE
*,*,ft (ServerConfigurationManager),func_612_j,writeOps,Writes the OPs file to disk.,,DUPLICATE
*,*,ft (ServerConfigurationManager),func_614_d,removeBannedIP,Removes an IP from the banned list.,,--
*,*,ft (ServerConfigurationManager),func_615_a,addBannedPlayer,Adds a player to the banned list.,,--
*,*,ft (ServerConfigurationManager),func_616_c,playerLoggedOut,Called when a player disconnects from the game. Writes player data to disk and removes them from the world.,,--
*,*,ft (ServerConfigurationManager),func_619_a,login,Called when a player tries to login. Checks whether they are banned/server is full etc.,,--
*,*,ft (ServerConfigurationManager),func_623_e,readBannedPlayers,Reads the banned players file from disk.,,DUPLICATE
*,*,ft (ServerConfigurationManager),func_624_e,addOp,Adds a player to the OP list.,,--
*,*,ft (ServerConfigurationManager),func_625_b,removeBannedPlayer,Removes a player from the banned list.,,--
*,*,ft (ServerConfigurationManager),func_626_f,writeBannedPlayers,Writes the banned players file to disk.,,--
*,*,ft (ServerConfigurationManager),func_627_a,playerLoggedIn,Called when a player successfully logs in. Reads player data from disk and inserts the player into the world.,,--
*,*,ft (ServerConfigurationManager),func_629_g,readBannedIPs,Reads the banned IPs file from disk.,,--
*,*,ft (ServerConfigurationManager),func_632_f,removeOp,Removes a player from the OP list.,,--
*,*,ft (ServerConfigurationManager),func_634_c,addBannedIP,Adds an IP to the banned list.,,--
*,*,ft (ServerConfigurationManager),func_635_h,writeBannedIPs,Writes the banned IPs file to disk.,,DUPLICATE
*,*,ft (ServerConfigurationManager),func_638_i,readOps,Reads the OPs file from disk.,,DUPLICATE
*,*,ft (ServerConfigurationManager),func_639_g,isOp,"Returns true if the player is an OP, false otherwise.",,--
*,*,hf (MCHashTable),func_556_b,containsItem,Returns true if this hash table contains the specified item.,,DUPLICATE
*,*,hf (MCHashTable),func_548_c,lookupEntry,Returns the internal entry for a key,,DUPLICATE
*,*,hg (PlayerManager),func_540_a,getMinecraftServer,Returns the MinecraftServer associated with the PlayerManager.,,DUPLICATE
*,*,hx (GuiStatsComponent),func_435_a,update,Public static accessor to call updateStats.,,--
*,*,hx (GuiStatsComponent),func_436_a,updateStats,Updates the stat values and calls paint to redraw the component.,,DUPLICATE
*,*,id (NetServerHandler),func_39_b,sendPacket,Adds the packet to the underlying network manager's send queue.,,DUPLICATE
*,*,MinecraftServer,func_49_a,addCommand,Adds a command to the command list for processing.,--,--
*,*,MinecraftServer,func_51_a,getFile,Returns a File object from the specified string.,,DUPLICATE
*,*,MinecraftServer,func_63_b,commandLineParser,Parse the command line and call the corresponding action.,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE
,,,,,,,DUPLICATE



[1] One or more of this result's entries may not be displayed. Select this cell and press Ctrl-R to show them.
